out_channels,iteration,rel_norms
64,3,"[0, 6.363017632793344e-07, 6.61254432543501e-07, 6.789518920413684e-07, 7.554374406026909e-07, 7.795153464940086e-07, 7.858581057007541e-07, 1.0696500112317153e-06, 1.0789050293169566e-06, 1.0849208820218337e-06, 1.0977090596497874e-06]"
64,4,"[0, 2.9460150985372024e-10, 3.9051320510630205e-10, 3.945771354096905e-08, 1.7152692066702002e-07, 1.723170868217494e-07, 6.008589252815e-07, 6.241157279873732e-07, 6.256290703277045e-07, 6.269517029977578e-07, 6.332483053483884e-07]"
64,5,"[0, 4.672748299405782e-10, 1.544645300555203e-09, 3.999971021073634e-09, 6.76337164051688e-09, 9.049574423158901e-09, 1.386960146732008e-08, 1.4669143233447812e-08, 1.090120491653579e-07, 1.2865184544352815e-06, 1.2879385167252622e-06]"
64,6,"[0, 6.862323687073513e-08, 7.326742945679143e-08, 8.706128795665791e-08, 3.029554136446677e-07, 1.9232127215218497e-06, 1.9458627775748027e-06, 1.976957719307393e-06, 2.0095299078093376e-06, 2.0517334178293822e-06, 2.100622850775835e-06]"
64,7,"[0, 9.224109254191148e-10, 2.274721300210558e-09, 1.1223701790186169e-07, 1.1718849890485217e-08, 1.2422951556345652e-07, 1.3458181058467744e-07, 2.5356672495036037e-07, 1.971692427105154e-07, 2.0314689663791796e-07, 2.172871091943307e-07]"
64,8,"[0, 1.796615407556601e-07, 1.8342119290082337e-07, 1.8954170855067787e-07, 1.9588449617913284e-07, 2.0442084291971696e-07, 2.1632011737438006e-07, 2.2507440178287652e-07, 2.363405968708321e-07, 2.5291438987551373e-07, 2.836118540017196e-07]"
64,9,"[0, 2.6398956265438756e-07, 2.9096597131683666e-07, 3.349935866481246e-07, 3.527715080053895e-07, 1.3003042340642423e-06, 1.3582787232735427e-06, 1.5091014802237623e-06, 2.139332082151668e-06, 2.114350991178071e-06, 2.2368280951923225e-06]"
64,10,"[0, 1.373043829744347e-07, 1.3732233128394e-07, 1.3882966243272676e-07, 1.893688903464863e-07, 1.94316143620199e-07, 3.6901758448948385e-07, 3.7461387591974926e-07, 4.803400202035846e-07, 4.824959773941373e-07, 4.1761072111512476e-07]"
64,11,"[0, 2.3513815339271105e-09, 1.729922871618328e-07, 2.1363398161611258e-07, 2.2263711230152694e-07, 2.396237448465399e-07, 2.4956929678410233e-07, 2.717917197969655e-07, 5.910173968004528e-07, 6.07173319622234e-07, 6.302684596448671e-07]"
64,12,"[0, 6.459454082730076e-10, 2.3334767451643756e-09, 1.0874929046167381e-07, 5.024245410822914e-07, 5.064183596914518e-07, 4.1736262801350676e-07, 4.343546322616021e-07, 4.4851529423795e-07, 4.620042943770386e-07, 4.940791313856607e-07]"
64,13,"[0, 9.128529931956564e-09, 1.4179534879588118e-08, 2.653969666255307e-08, 5.90255694987718e-07, 6.054829668755701e-07, 6.688154599032714e-07, 6.835774684077478e-07, 8.583112958149286e-07, 8.929490604714374e-07, 9.295395670960716e-07]"
64,14,"[0, 1.1693671808643558e-07, 1.5168487266237207e-07, 1.5533241537468712e-07, 2.7081156872554857e-07, 2.8239981020306004e-07, 4.392127266328316e-07, 4.4724757231051626e-07, 3.797380259129568e-07, 5.049555511504877e-07, 5.133665013090649e-07]"
64,15,"[0, 3.767378908836605e-10, 3.6721087326441193e-07, 3.6872012287858524e-07, 4.785802616424917e-07, 5.311426889420545e-07, 9.029718057718128e-07, 9.115667580772424e-07, 9.153359314950649e-07, 9.325248129243846e-07, 1.189084969155374e-06]"
64,16,"[0, 3.864371878048445e-10, 2.307656954414483e-09, 4.931305586097778e-09, 6.889274928312261e-09, 3.2512303960174904e-08, 3.67953703062085e-08, 6.424136245186673e-08, 3.8820240888526314e-07, 4.3677590610968764e-07, 4.358406897608802e-07]"
64,17,"[0, 1.2447459729614252e-09, 7.3923160925915e-09, 5.451177571558219e-07, 5.528478368432843e-07, 1.711169147711189e-06, 1.7167061514555826e-06, 1.7308932456217008e-06, 1.7507231859781314e-06, 1.8813196902556228e-06, 1.918202542583458e-06]"
64,18,"[0, 5.433731757875648e-07, 5.441930852612131e-07, 5.45344789770752e-07, 5.468726271828928e-07, 1.8133659978047945e-06, 1.8195712527813157e-06, 1.8209096879218123e-06, 1.8256156408824609e-06, 2.3404602416121634e-06, 2.3537816105090315e-06]"
64,19,"[0, 2.5561305960764e-07, 2.559159213433304e-07, 2.5610441412027285e-07, 2.5654500745986297e-07, 2.576680913080054e-07, 2.5802992809076386e-07, 2.592748558072344e-07, 2.6089733751177846e-07, 3.9575428445459693e-07, 4.6623975435977627e-07]"
64,20,"[0, 9.527800770570138e-11, 3.8823680381661063e-10, 1.4042312868056683e-09, 3.0301261499943166e-09, 6.21122211441616e-08, 6.461077362018841e-08, 6.901643700985005e-08, 4.0039091686594475e-07, 1.0310859579476528e-06, 7.003171162978106e-07]"
64,21,"[0, 4.129348862846882e-09, 1.6310723438550667e-08, 3.2110884262692707e-07, 3.420041139179375e-07, 1.4722688774782e-06, 1.5562347925879294e-06, 1.6091350971692009e-06, 1.6391877579735592e-06, 1.6975765220195171e-06, 1.9755016182898544e-06]"
64,22,"[0, 1.8043600391592918e-07, 2.06413218961643e-07, 2.2210737427030836e-07, 2.3101435431271966e-07, 2.3172330543275166e-07, 2.3262413151314831e-07, 3.1232980290951673e-07, 3.9674708318671037e-07, 7.824070848982956e-07, 7.874115226513823e-07]"
64,23,"[0, 2.0447910031862193e-09, 4.066568415339589e-09, 9.633519759688625e-09, 3.6026985839043846e-08, 4.97120176135013e-08, 2.200813185027073e-07, 6.120131956777186e-07, 6.260186182771577e-07, 6.50544620839355e-07, 6.674662813566101e-07]"
64,24,"[0, 1.5420812404798312e-09, 1.2795931070286315e-07, 1.3518450714400387e-07, 1.442456465383657e-07, 1.7431285925795237e-07, 1.8042123883788008e-07, 2.1998565102876455e-07, 2.0642077913635148e-07, 4.5006524374002765e-07, 4.6339206960510637e-07]"
64,25,"[0, 2.7837797844654233e-08, 2.507601903900536e-09, 6.474072620221705e-07, 6.761664508303511e-07, 6.789902613490995e-07, 6.844298354735656e-07, 1.0123857236976619e-06, 1.0207878631263156e-06, 1.0304393072146922e-06, 2.130326947735739e-06]"
64,26,"[0, 3.388960863048851e-07, 7.486971185244329e-07, 1.5495317029490252e-06, 1.5525520211667754e-06, 1.9059482383454451e-06, 1.919933311000932e-06, 2.0113377559027867e-06, 2.0215600216033636e-06, 2.024710056502954e-06, 2.541671619837871e-06]"
64,27,"[0, 4.798409349859867e-07, 4.809439246855618e-07, 7.608347232235246e-07, 8.405990570281574e-07, 8.458727052129689e-07, 8.481190434395103e-07, 1.8044211174128577e-06, 2.0280472199374344e-06, 2.0314935227361275e-06, 2.0408083400980104e-06]"
64,28,"[0, 3.934140235806183e-10, 7.235767096602785e-09, 9.063489514460343e-09, 1.188079234992756e-08, 8.225359238167584e-07, 8.310652219734038e-07, 8.379336691177741e-07, 8.424424322583945e-07, 8.519423886355071e-07, 8.647722893329046e-07]"
64,29,"[0, 4.257390273654238e-10, 1.8644954469237973e-09, 4.823699217837429e-09, 9.496019970356429e-09, 1.5272025422063962e-08, 2.852471503445031e-08, 4.272201437061085e-08, 5.3909868569235186e-08, 1.3556154954130761e-06, 1.4858034091957961e-06]"
64,30,"[0, 1.1275309574898529e-08, 2.0413918377926166e-07, 2.0662386646108644e-07, 2.093209303666299e-07, 2.1278756889842043e-07, 2.1817673712121177e-07, 2.205754583428643e-07, 2.2728316650955094e-07, 2.3613650057541236e-07, 2.3230204249102826e-07]"
64,31,"[0, 1.6869410035535992e-10, 8.371126014594665e-10, 2.811543424741103e-07, 4.601622549671447e-07, 6.845031066404772e-07, 6.838195076852571e-07, 7.61754677114368e-07, 7.647721531611751e-07, 7.681704801143496e-07, 2.4006351395655656e-06]"
64,32,"[0, 1.7183955947075447e-07, 1.7721437473028345e-07, 1.0897817901422968e-06, 1.251839307769842e-06, 1.2578896075865487e-06, 2.474420170983649e-06, 2.5902927518473007e-06, 2.602468157419935e-06, 2.8854656193288974e-06, 3.2996856589306844e-06]"
64,33,"[0, 1.9454510225003219e-10, 7.012155300856193e-10, 1.220090553033515e-07, 1.2351851808034553e-07, 8.943522971094353e-07, 9.30770227114408e-07, 9.345346825284651e-07, 9.336972652818076e-07, 9.36452863697923e-07, 9.40743348110118e-07]"
64,34,"[0, 1.0264648020452682e-09, 5.422133995125478e-07, 9.77151785264141e-07, 1.063452145899646e-06, 1.1013837593054632e-06, 2.3472127850254765e-06, 2.3393947685690364e-06, 3.2734960768721066e-06, 3.342134959893883e-06, 3.349203325342387e-06]"
64,35,"[0, 1.6082339904244236e-09, 8.130395912075983e-09, 1.2798689219550852e-08, 2.257238485015023e-08, 4.119607766028821e-08, 7.333226648142954e-08, 8.831973730138998e-08, 1.0404703942867854e-07, 1.1737021310409546e-07, 1.51291729366676e-07]"
64,36,"[0, 3.7608071323802506e-08, 4.829582778143049e-08, 8.225310921261553e-07, 8.35348259897728e-07, 1.2968929468115675e-06, 8.706307994543749e-07, 1.7358049717586255e-06, 2.116664518325706e-06, 1.8260192291563726e-06, 1.4087523823036463e-06]"
64,37,"[0, 4.902825168073832e-08, 4.946115339521384e-08, 5.1652158106207935e-08, 8.299599585370743e-08, 1.284603740714374e-06, 1.2897129408884211e-06, 1.2901075479021529e-06, 1.2957650596945314e-06, 1.2995362794754328e-06, 1.3101150670991046e-06]"
64,38,"[0, 5.434019385575084e-07, 1.1879911454570902e-07, 1.2815273464639176e-07, 2.5737338660292153e-07, 1.5699200162089255e-07, 2.9626824016304454e-07, 3.239525199205673e-07, 5.501461828316678e-07, 5.850342859048396e-07, 6.219077590685629e-07]"
64,39,"[0, 5.699603278230825e-08, 2.717933966778219e-07, 2.2823449796760542e-07, 1.1266560022704653e-06, 1.1964551731580286e-06, 1.1983094054812682e-06, 1.2577136203617556e-06, 1.2128832622693153e-06, 1.2316722859395668e-06, 1.3331914487935137e-06]"
64,40,"[0, 3.862686170919005e-08, 3.894298217232972e-08, 3.95780652695521e-08, 4.1721261112570573e-08, 4.4418474232088556e-08, 7.569381565986077e-09, 1.0380794890352263e-08, 1.1087588625002809e-08, 3.2818398665313e-08, 3.735648235192457e-08]"
64,41,"[0, 2.760376371924167e-10, 4.099533157386759e-09, 3.530119840888801e-08, 3.568231221606766e-08, 3.585957841778509e-08, 7.035489488771418e-07, 7.04382784988411e-07, 7.05835816461331e-07, 7.061881888148491e-07, 7.06489629465068e-07]"
64,42,"[0, 4.226619498837181e-09, 1.1498752172656168e-08, 2.3878525823306518e-08, 4.0825305802627554e-08, 4.915981577369166e-08, 7.689788361631145e-08, 1.1857811443860555e-07, 1.359505006348627e-07, 2.789058726193616e-07, 3.02405624097446e-07]"
64,43,"[0, 6.655264428445662e-07, 6.77541095228662e-07, 7.082181809892063e-07, 8.439945418103889e-07, 8.772734645390301e-07, 2.4065245725068962e-06, 2.480658167769434e-06, 2.601831511128694e-06, 2.666347199919983e-06, 2.749062332441099e-06]"
64,44,"[0, 2.779382235473804e-08, 7.265878565476669e-08, 9.11634288058849e-08, 1.1428043933392473e-07, 1.248959193844712e-07, 1.7062559720670833e-07, 2.1927885995864926e-07, 2.66451706920634e-07, 3.345858772263455e-07, 4.09919380217616e-07]"
64,45,"[0, 2.453030276683421e-07, 2.577317843588389e-07, 2.5918058099705377e-07, 2.9372233711910667e-07, 3.19067169129994e-07, 2.2195679605374607e-07, 2.2694699453040812e-07, 3.057025992347917e-07, 3.149432927784801e-07, 3.28786853742713e-07]"
64,46,"[0, 4.254163954442447e-08, 4.934969766168251e-08, 7.125834855514768e-08, 3.8899489851473845e-08, 4.654507890222703e-08, 9.725992811127071e-08, 1.1999355820080382e-07, 3.00775553796484e-07, 3.334153291234543e-07, 5.654283654621395e-07]"
64,47,"[0, 1.3395197451249174e-10, 6.894677051505482e-10, 1.106226719116421e-07, 1.1262650190246859e-07, 1.1508612374200311e-07, 1.2103571123134316e-07, 1.2380914427012613e-07, 1.2772380841852282e-07, 1.315101911814054e-07, 1.375883726950633e-07]"
64,48,"[0, 6.449509815098509e-10, 1.1038626679393815e-09, 1.127650528509605e-09, 1.1670993416146302e-07, 1.1921518705548806e-07, 1.2449954738258384e-06, 1.2431266895873705e-06, 1.2446998880477622e-06, 1.248531816600007e-06, 1.2493006806835183e-06]"
64,49,"[0, 1.012315342663328e-09, 2.952750399742854e-08, 3.085389366219715e-08, 3.261579806235204e-08, 3.253773783740144e-08, 3.2721494847010035e-08, 2.398844287654356e-07, 2.392431497355574e-07, 2.407687418326532e-07, 2.695154819321033e-07]"
128,0,"[0, 1.7178372502257844e-08, 1.218979264194786e-07, 1.2224825240991777e-07, 4.881675863543933e-07, 1.101357270272274e-06, 1.1429348205638235e-06, 1.2139890941398335e-06, 1.2162837492724066e-06, 1.4752671404494322e-06, 1.9372357655811356e-06]"
128,1,"[0, 1.0127310900998054e-07, 3.0201374556781957e-07, 2.725187187024858e-07, 3.0991327548690606e-07, 3.5307220969116315e-07, 5.344264764062245e-07, 9.213502494276327e-07, 1.2531246511571226e-06, 1.180603703687666e-06, 1.1936107284782338e-06]"
128,2,"[0, 1.209921607348008e-10, 6.503864113938107e-08, 1.7084191483718314e-07, 1.7135324981154554e-07, 1.7177147526581393e-07, 2.0338659112439927e-07, 3.115776223694411e-07, 4.1717865428836376e-07, 4.1706928755047556e-07, 4.1789704141592665e-07]"
128,3,"[0, 6.388847850757884e-08, 6.5110647540223e-08, 1.9542090967661352e-07, 2.0085207097508828e-07, 2.0644222331611672e-07, 2.1899988666973513e-07, 2.3530434134499956e-07, 2.4237320417341834e-07, 2.54214370443151e-07, 2.591980887700629e-07]"
128,4,"[0, 8.636595794087043e-08, 2.619975418838294e-07, 3.878675443047541e-07, 5.648322485285462e-07, 5.748110538661422e-07, 6.463508839260612e-07, 6.63788057408965e-07, 7.284638741111849e-07, 7.402222195196373e-07, 7.503500114580675e-07]"
128,5,"[0, 1.0166665731503599e-07, 1.0551426044003165e-07, 1.229720965056913e-07, 1.82148312433128e-07, 4.871976102549525e-07, 8.918121352508024e-07, 1.1078788020313368e-06, 1.3183591818233253e-06, 1.5358135669885087e-06, 1.6524390957783908e-06]"
128,6,"[0, 6.236962335481877e-11, 7.623728315309108e-09, 5.440886141627743e-08, 5.462347374418641e-08, 1.7677109553915216e-07, 3.1418989010489895e-07, 2.2536559640684573e-07, 3.438144347001071e-07, 3.465625866283517e-07, 3.486858872747689e-07]"
128,7,"[0, 1.8156950432057783e-07, 1.831172227184652e-07, 1.8531852674641414e-07, 1.9014358088043082e-07, 2.7879792696694494e-07, 3.355208093580586e-07, 3.946924209685676e-07, 3.9717110666970257e-07, 4.0701220882510825e-07, 3.433248139117495e-07]"
128,8,"[0, 7.963314452297254e-09, 8.127749140385276e-09, 1.7141218222604948e-08, 5.5311947022573804e-08, 5.6199990439154135e-08, 9.253575683487725e-08, 1.496652686228117e-07, 2.349816838886909e-07, 3.133972370505944e-07, 3.803567665272567e-07]"
128,9,"[0, 2.8423441378322423e-08, 2.8430834575488007e-08, 3.333058273824463e-08, 2.545744237636427e-08, 1.337248392019319e-07, 1.605192352371887e-07, 2.434840951082151e-07, 2.4332467774002e-07, 2.918336861057469e-07, 3.516362880873203e-07]"
128,10,"[0, 4.0834219561247664e-08, 1.999603824742735e-07, 5.074170985608362e-07, 5.134998559697124e-07, 5.755668439633155e-07, 9.264913387596607e-07, 9.812423513722024e-07, 1.0492714181964402e-06, 1.1173060556757264e-06, 1.3007905863560154e-06]"
128,11,"[0, 1.5489531790535693e-07, 1.555202970848768e-07, 1.7398203056018247e-07, 4.3964294604847964e-07, 1.0003426496041357e-06, 1.073084604286123e-06, 1.0771723282232415e-06, 1.0899465223701554e-06, 1.146260046880343e-06, 1.1711188108165516e-06]"
128,12,"[0, 2.0596525018845568e-07, 4.982018708687974e-07, 5.021036599828221e-07, 5.350872243070626e-07, 6.316048484222847e-07, 6.816177915425214e-07, 6.881822400828241e-07, 6.536717478411447e-07, 8.09550783742452e-07, 8.880144264367118e-07]"
128,13,"[0, 2.0586666948929633e-07, 2.1488322943241656e-07, 2.2058220849885402e-07, 7.086526920829783e-07, 7.771241712362098e-07, 8.770916224420944e-07, 7.822644647603738e-07, 8.789692174104857e-07, 1.0306813464922016e-06, 1.3461637990985764e-06]"
128,14,"[0, 1.0235233105504449e-07, 1.3736547543885536e-07, 2.889400150252186e-07, 2.9997548267601815e-07, 4.479688016090222e-07, 5.062184413873183e-07, 5.826660185448418e-07, 6.09599510426051e-07, 7.678597739868565e-07, 1.2843896683989442e-06]"
128,15,"[0, 7.781673083684382e-10, 1.5724347690593277e-07, 1.606646122809252e-07, 2.944396442217112e-07, 3.360268010510481e-07, 3.654913598438725e-07, 1.228759629157139e-06, 1.244251961907139e-06, 1.3128830005371128e-06, 1.3297649275045842e-06]"
128,16,"[0, 1.2612123612143478e-07, 3.004916209192743e-07, 5.240283940111112e-07, 7.115289122339163e-07, 7.154925469876616e-07, 8.457467401967733e-07, 8.508525866091077e-07, 8.71444683525624e-07, 8.753827387408819e-07, 9.076251785700151e-07]"
128,17,"[0, 2.808209487170643e-08, 1.5469858283267968e-07, 1.5650002183065226e-07, 1.4519872593155014e-07, 1.7912650207563274e-07, 2.452731848734402e-07, 1.970813769958113e-07, 2.0197649064357392e-07, 2.87342260207879e-07, 3.553158762770181e-07]"
128,18,"[0, 2.788657695873553e-07, 3.926010663235502e-07, 5.928307587055315e-07, 6.283861466727103e-07, 7.161011694734043e-07, 7.837547286726476e-07, 8.326744591613533e-07, 9.03675754670985e-07, 1.0276459079250344e-06, 1.1298179742880166e-06]"
128,19,"[0, 2.659398212756514e-08, 2.6335053249226803e-08, 6.995575319024283e-08, 7.061764506488544e-08, 7.24718418609882e-08, 7.940003854400857e-08, 8.150246344484913e-08, 8.191799594214899e-08, 7.710203675515004e-08, 1.9113581117835565e-07]"
128,20,"[0, 2.0569804348724574e-07, 2.1731597144025727e-07, 2.2611087047152978e-07, 2.3662023806991783e-07, 3.7019637488810986e-07, 3.8922161138543743e-07, 4.1413980511606496e-07, 4.504339017330494e-07, 5.56733709800028e-07, 6.252192292777181e-07]"
128,21,"[0, 1.179105765913846e-06, 1.1124629963887855e-06, 1.1231278449486126e-06, 1.7517760397822713e-06, 1.7444781406084076e-06, 1.699328095128294e-06, 1.9734404759219615e-06, 2.1480382201843895e-06, 2.4141027097357437e-06, 2.4521386876585893e-06]"
128,22,"[0, 2.0332253658494892e-09, 9.01770746963848e-09, 1.7165223198389867e-07, 1.719264446364832e-07, 4.106914275325835e-07, 4.135426650009322e-07, 4.230323042975215e-07, 6.961026315366325e-07, 6.987278879933001e-07, 7.001015660534904e-07]"
128,23,"[0, 2.2362409879406187e-07, 2.2725693327174668e-07, 6.079368404243723e-07, 5.843955364071007e-07, 7.977380391821498e-07, 8.49796776947187e-07, 1.0086654356200597e-06, 1.2674787512878538e-06, 1.6284374169117655e-06, 1.6791976804597653e-06]"
128,24,"[0, 4.114952290024121e-08, 1.285644515292006e-07, 2.646211783030594e-07, 2.683267155134672e-07, 3.0728219257980527e-07, 5.25721645772137e-07, 5.634038870994118e-07, 5.765782589151058e-07, 5.877383273400483e-07, 1.1697466106852517e-06]"
128,25,"[0, 9.90590498517463e-10, 5.1721194438414386e-08, 1.499455066777955e-07, 2.0491377483722317e-07, 1.632380275395917e-07, 1.9006969864676648e-07, 1.9638029868929152e-07, 2.0234134012753202e-07, 5.433658429865318e-07, 6.193536705723091e-07]"
128,26,"[0, 7.7741781012719e-08, 6.538165280289832e-07, 7.690449024266854e-07, 7.91867876159813e-07, 6.256694291550957e-07, 6.346409122670593e-07, 6.391318834175763e-07, 6.455185257436824e-07, 6.520786541841517e-07, 7.403177733067423e-07]"
128,27,"[0, 2.723486502986816e-08, 2.5938078351828153e-07, 2.6321760060454835e-07, 2.7014240799871914e-07, 3.5755326166508894e-07, 3.6738597941621265e-07, 3.824249290573789e-07, 4.1437564846091846e-07, 4.604080459102988e-07, 5.942238203715533e-07]"
128,28,"[0, 2.1134714245363284e-07, 2.1147810969068814e-07, 2.3732258114250726e-07, 2.3828057749142317e-07, 3.4122388115065405e-07, 3.8328059304149065e-07, 3.9459442291445157e-07, 3.958174374929513e-07, 5.54130679120135e-07, 6.792337785554992e-07]"
128,29,"[0, 5.751298104428315e-08, 1.4319768126824783e-07, 5.904892219632529e-08, 2.2162268464853696e-07, 2.5063047814910533e-07, 2.557175662332156e-07, 1.917878762469627e-07, 2.7941180746893224e-07, 4.57916030427441e-07, 5.4273971272778e-07]"
128,30,"[0, 1.5328909341860708e-07, 1.996434804141245e-07, 2.8073193902855564e-07, 2.813941080148652e-07, 2.9524110800593917e-07, 3.210769818906556e-07, 3.738423970389704e-07, 4.3705261987270205e-07, 4.7568562422384275e-07, 5.274292789181345e-07]"
128,31,"[0, 1.1657829368516559e-08, 1.215496041595543e-07, 1.0471016764768137e-07, 6.491553961041063e-08, 6.569046462345796e-08, 1.5304412670502643e-07, 1.94648364981731e-07, 2.1976431696657528e-07, 3.846932941087289e-07, 5.476269961945945e-07]"
128,32,"[0, 4.520636025517888e-07, 1.0616527106321882e-06, 1.1432493920437992e-06, 1.3387813169174478e-06, 1.3961104059490026e-06, 1.7007212136377348e-06, 1.978557293114136e-06, 2.639163540152367e-06, 2.7135672553413315e-06, 2.9204891234257957e-06]"
128,33,"[0, 6.952951281391506e-08, 8.504342474680016e-08, 1.66878223240019e-07, 1.849540183229692e-07, 1.8824884762125293e-07, 2.198636224193251e-07, 2.3179818242624606e-07, 3.152314036469761e-07, 3.956185139486479e-07, 5.35714718807867e-07]"
128,34,"[0, 1.2696771634068682e-08, 9.679398260686867e-08, 9.700104186549652e-08, 9.296063296915236e-08, 9.383894905568013e-08, 9.432778824702837e-08, 9.974706927096122e-08, 1.1538848809777846e-07, 2.534969212319993e-07, 5.415482746684575e-07]"
128,35,"[0, 6.445024069989813e-08, 3.517198763347551e-07, 7.139954618651245e-07, 9.971920462703565e-07, 1.0065379001389374e-06, 1.0364069567003753e-06, 1.0603221198834945e-06, 1.12233260551875e-06, 1.178299157800211e-06, 1.2671218883042457e-06]"
128,36,"[0, 6.4154019874251844e-09, 1.0294716901171341e-07, 1.3697294320991205e-07, 1.3807931509290938e-07, 1.3965981793262472e-07, 1.4835090667020268e-07, 1.5062546765420848e-07, 1.5120566843052075e-07, 1.525175292726999e-07, 1.772124562648969e-07]"
128,37,"[0, 3.5353353577960434e-10, 1.5656601703994966e-07, 1.855143239026802e-07, 4.2088493046321673e-07, 4.222200686854194e-07, 7.597051308039227e-07, 8.445836101600435e-07, 8.527874797437107e-07, 8.558289437132771e-07, 1.0443618521094322e-06]"
128,38,"[0, 2.947738719782933e-10, 2.741956439678006e-09, 9.980478665738701e-09, 1.7220660453176606e-08, 1.0169180342245454e-07, 1.4577017282135785e-07, 1.554230806277701e-07, 2.728637582549709e-07, 2.943639003660792e-07, 4.967640165887133e-07]"
128,39,"[0, 3.857700221487903e-07, 3.962302628224279e-07, 4.7017906013024913e-07, 6.365467584146245e-07, 8.678646281623514e-07, 1.1808095905507798e-06, 1.2142033938289387e-06, 1.4563757986252313e-06, 1.5240984794218093e-06, 1.6601613879174693e-06]"
128,40,"[0, 1.1900820329202588e-09, 8.605105108472344e-07, 8.620482958576758e-07, 8.643993965051777e-07, 2.4384311814174e-07, 4.3882030809072603e-07, 1.0720320915424963e-06, 1.0846659961316618e-06, 1.1107393902420881e-06, 1.1256528296144097e-06]"
128,41,"[0, 3.212365928817462e-10, 1.6467230068428762e-07, 2.7186430884285073e-07, 3.7015664133832615e-07, 3.798183172420977e-07, 5.302275667418144e-07, 5.94538391851529e-07, 8.478489803565026e-07, 8.525124144398433e-07, 8.585731166022015e-07]"
128,42,"[0, 9.910634446441691e-08, 1.0562722252416279e-07, 1.9906907766653603e-07, 2.047837739382885e-07, 2.611748470826569e-07, 4.230384718084679e-07, 5.463112415782234e-07, 5.641174993797904e-07, 8.548171877009736e-07, 9.025037570609129e-07]"
128,43,"[0, 8.668154549695828e-08, 3.762284279673622e-07, 3.964872234973882e-07, 4.1860101873680833e-07, 4.290130846129614e-07, 4.319388153817272e-07, 4.913476345791423e-07, 4.982561563338095e-07, 5.775873432867229e-07, 6.024270646776131e-07]"
128,44,"[0, 1.0194590061018971e-07, 1.028616196663279e-07, 1.333046526497128e-07, 3.0939415296415973e-07, 3.114867865861015e-07, 3.139725208711752e-07, 3.3936578347493196e-07, 4.0313568661076715e-07, 4.153838801812526e-07, 4.6259972918960557e-07]"
128,45,"[0, 7.041789729100856e-08, 8.15094054473775e-08, 2.605142697120755e-07, 3.6600593489310995e-07, 3.0456695299108105e-07, 3.671932802262745e-07, 4.7124774482654175e-07, 6.082635195525654e-07, 6.951116802156321e-07, 7.237256909320422e-07]"
128,46,"[0, 1.0883244999648767e-10, 2.354676176263837e-10, 3.28810081384745e-08, 3.782966828680401e-08, 1.049212698944757e-07, 1.0543215012148721e-07, 3.511799206989963e-07, 3.539812780672946e-07, 3.560024879334378e-07, 3.642260253400309e-07]"
128,47,"[0, 4.5914438917549205e-10, 6.787023920651336e-08, 6.815437814111647e-08, 1.1275586331294107e-07, 1.4154711891478655e-07, 2.686525704120868e-07, 3.658720402199833e-07, 4.982558721167152e-07, 5.330862222763244e-07, 5.412628638623573e-07]"
128,48,"[0, 7.849168781604021e-08, 4.6461047986667836e-07, 8.291251560876844e-07, 7.516264872720058e-07, 1.119945181926596e-06, 1.2120183328079293e-06, 1.2239573834449402e-06, 1.712547827992239e-06, 1.964395096365479e-06, 1.969034201465547e-06]"
128,49,"[0, 4.021440602741677e-08, 4.9282601111144686e-08, 8.922337002559289e-08, 5.408597303357965e-07, 5.613364351120254e-07, 1.0029746135842288e-06, 1.0210059144810657e-06, 1.0666578873497201e-06, 1.083860183825891e-06, 1.6433345990662929e-06]"
256,0,"[0, 7.265282420121366e-08, 9.641564702178584e-08, 1.1334724092648685e-07, 1.8587026318073185e-07, 2.7813280212285463e-07, 3.7389125395748124e-07, 4.08029791287845e-07, 4.5331236719903245e-07, 4.876078492088709e-07, 5.355153120945033e-07]"
256,1,"[0, 4.796578778609728e-08, 1.1805229860328836e-07, 1.4598964526157943e-07, 1.549166910308486e-07, 2.0477851592204388e-07, 2.2505608399114863e-07, 2.267208429884704e-07, 2.447229974222864e-07, 2.672390735369845e-07, 3.2029163321567466e-07]"
256,2,"[0, 3.630414635580337e-09, 2.8890728032138213e-08, 2.8939361129687313e-08, 3.47145032719709e-08, 4.717515977858966e-08, 5.5414599131609066e-08, 9.513096443924951e-08, 1.3453535530061345e-07, 1.7561639253926842e-07, 2.1623215218369296e-07]"
256,3,"[0, 9.497674113845278e-08, 9.787331833877033e-08, 1.1239296071607896e-07, 1.9860377165059617e-07, 2.4593956027274544e-07, 2.774744132238993e-07, 2.8747484748237184e-07, 3.3098919516305614e-07, 3.5948832532994857e-07, 4.5535668391494255e-07]"
256,4,"[0, 4.461125513444131e-08, 4.811434806129e-08, 7.15403558615435e-08, 2.622446118039079e-07, 2.8022461151522293e-07, 3.2997897392306186e-07, 3.6611322684620973e-07, 4.4531654452839575e-07, 4.847539685215452e-07, 4.963320066053711e-07]"
256,5,"[0, 1.9435164588799125e-08, 3.527917868950681e-08, 6.09287198471975e-08, 9.251240840058017e-08, 1.1978671921042405e-07, 2.2158386059345503e-07, 2.664967553300812e-07, 3.2869911592570134e-07, 3.318318988476676e-07, 3.9476464053223026e-07]"
256,6,"[0, 4.832857225522957e-09, 7.967380533102641e-09, 7.030762105841859e-08, 1.2050760744841682e-07, 1.524369537264647e-07, 1.6275541270260874e-07, 1.8033907167591678e-07, 2.2029142598967155e-07, 2.73439326292646e-07, 3.3083301786973607e-07]"
